record_id,location_id,source_id,time_of_record,visit_count,time_in_queue,assigned_employee_id
24938,KiRu27209,KiRu27209224,"2022-01-14 15:39:00",8,190,30
24939,AkRu06693,AkRu06693224,"2022-01-14 15:42:00",1,0,48
24940,SoMa33877,SoMa33877224,"2022-01-14 15:44:00",5,86,32
24941,KiRu28834,KiRu28834224,"2022-01-14 15:46:00",1,0,48
24942,AmAs10022,AmAs10022224,"2022-01-14 15:52:00",1,18,36
24943,AmAs10558,AmAs10558224,"2022-01-14 15:54:00",8,128,48
24944,AmRu14423,AmRu14423224,"2022-01-14 15:55:00",1,0,38
24945,AkRu03210,AkRu03210224,"2022-01-14 15:58:00",4,32,3
24946,KiIs24096,KiIs24096224,"2022-01-14 15:58:00",1,0,5
24947,KiRu28127,KiRu28127224,"2022-01-14 16:10:00",1,0,1
24948,AmRu13725,AmRu13725224,"2022-01-14 16:22:00",1,0,6
24949,AmPw12434,AmPw12434224,"2022-01-14 16:23:00",1,0,42
24950,AkLu01800,AkLu01800224,"2022-01-14 16:29:00",1,0,38
24951,AmAm09954,AmAm09954224,"2022-01-14 16:41:00",1,0,30
24952,HaRu19412,HaRu19412224,"2022-01-14 17:32:00",8,172,18
24953,HaRu20024,HaRu20024224,"2022-01-14 17:54:00",3,57,30
24954,AkRu07379,AkRu07379224,"2022-01-15 06:55:00",5,57,30
24955,KiRu27320,KiRu27320224,"2022-01-15 08:13:00",4,97,4
24956,AkRu08306,AkRu08306224,"2022-01-15 08:19:00",6,351,1
24957,AkRu06749,AkRu06749224,"2022-01-15 08:30:00",5,387,8
24958,KiRu28487,KiRu28487224,"2022-01-15 09:10:00",5,199,30
24959,HaRu19631,HaRu19631224,"2022-01-15 09:32:00",6,195,48
24960,SoMa33877,SoMa33877224,"2022-01-15 11:22:00",6,107,32
24961,KiIs23943,KiIs23943224,"2022-01-15 11:47:00",5,121,48
24962,AmRu13332,AmRu13332224,"2022-01-15 12:26:00",3,285,5
24963,AkRu03478,AkRu03478224,"2022-01-15 12:37:00",2,352,12
24964,KiRu26827,KiRu26827224,"2022-01-15 12:50:00",2,303,3
24965,KiZu30800,KiZu30800224,"2022-01-15 13:03:00",2,323,34
24966,KiRu27307,KiRu27307224,"2022-01-15 13:04:00",2,156,30
24967,KiRu25675,KiRu25675224,"2022-01-15 13:51:00",6,306,42
24968,AmDa12149,AmDa12149224,"2022-01-15 13:54:00",4,314,5
24969,AkRu03210,AkRu03210224,"2022-01-15 14:29:00",5,95,3
24970,AmAs10640,AmAs10640224,"2022-01-15 15:07:00",3,109,12
24971,KiRu25593,KiRu25593224,"2022-01-15 15:07:00",5,279,32
24972,SoRu35438,SoRu35438224,"2022-01-15 15:51:00",4,324,3
24973,HaRu20024,HaRu20024224,"2022-01-15 17:15:00",4,191,30
24974,AkRu03687,AkRu03687224,"2022-01-15 17:34:00",4,469,32
24975,HaRu18501,HaRu18501224,"2022-01-15 17:38:00",5,390,32
24976,HaRu19142,HaRu19142224,"2022-01-15 17:44:00",4,307,28
24977,KiRu26701,KiRu26701224,"2022-01-15 17:59:00",3,59,14
24978,AmDa12149,AmDa12149224,"2022-01-16 06:52:00",5,70,5
24979,KiRu25675,KiRu25675224,"2022-01-16 07:09:00",7,91,42
24980,KiRu26827,KiRu26827224,"2022-01-16 07:20:00",3,176,3
24981,AkRu03478,AkRu03478224,"2022-01-16 07:54:00",3,49,12
24982,AkRu03687,AkRu03687224,"2022-01-16 08:04:00",5,88,32
24983,HaRu19631,HaRu19631224,"2022-01-16 09:15:00",7,41,48
24984,AkRu06749,AkRu06749224,"2022-01-16 09:30:00",6,64,8
24985,AkRu08306,AkRu08306224,"2022-01-16 10:09:00",7,146,1
24986,KiRu28487,KiRu28487224,"2022-01-16 10:42:00",6,111,30
24987,HaRu19142,HaRu19142224,"2022-01-16 11:28:00",5,106,28
24988,KiRu25593,KiRu25593224,"2022-01-16 11:44:00",6,119,32
24989,KiRu26701,KiRu26701224,"2022-01-16 11:46:00",4,19,14
24990,KiRu27307,KiRu27307224,"2022-01-16 12:02:00",3,57,30
24991,AkRu03210,AkRu03210224,"2022-01-16 12:18:00",6,40,3
24992,HaRu20024,HaRu20024224,"2022-01-16 12:31:00",5,78,30
24993,AmAs10640,AmAs10640224,"2022-01-16 12:52:00",4,58,12
24994,KiZu30800,KiZu30800224,"2022-01-16 13:30:00",3,66,34
24995,HaRu18501,HaRu18501224,"2022-01-16 13:44:00",6,85,32
24996,AmRu13332,AmRu13332224,"2022-01-16 14:24:00",4,147,5
24997,AkRu07379,AkRu07379224,"2022-01-16 15:37:00",6,36,30
24998,SoMa33877,SoMa33877224,"2022-01-16 16:08:00",7,39,32
24999,SoRu35438,SoRu35438224,"2022-01-16 16:15:00",5,166,3
25000,KiRu27320,KiRu27320224,"2022-01-16 17:08:00",5,64,4
25001,KiIs23943,KiIs23943224,"2022-01-16 17:29:00",6,71,48
25002,KiIs23943,KiIs23943224,"2022-01-17 06:40:00",7,198,48
25003,KiRu26827,KiRu26827224,"2022-01-17 06:46:00",4,187,3
25004,KiRu25593,KiRu25593224,"2022-01-17 07:09:00",7,221,32
25005,AmAs10640,AmAs10640224,"2022-01-17 07:24:00",5,188,12
25006,KiRu27307,KiRu27307224,"2022-01-17 08:41:00",4,178,30
25007,HaZa21674,HaZa21674224,"2022-01-17 09:00:00",1,0,7
25008,HaRu19142,HaRu19142224,"2022-01-17 09:06:00",6,232,28
25009,HaDj16789,HaDj16789224,"2022-01-17 09:08:00",1,0,30
25010,AkRu03045,AkRu03045224,"2022-01-17 09:09:00",1,0,34
25011,AkRu06745,AkRu06745224,"2022-01-17 09:18:00",1,0,36
25012,HaRu20024,HaRu20024224,"2022-01-17 10:30:00",6,86,30
25013,AmRu13332,AmRu13332224,"2022-01-17 10:41:00",5,202,5
25014,HaRu17146,HaRu17146224,"2022-01-17 10:44:00",1,17,30
25015,AmAs10517,AmAs10517224,"2022-01-17 10:55:00",1,0,42
25016,KiRu27320,KiRu27320224,"2022-01-17 11:03:00",6,102,4
25017,SoMa33877,SoMa33877224,"2022-01-17 11:03:00",8,91,32
25018,AmAm09709,AmAm09709224,"2022-01-17 11:07:00",1,0,40
25019,SoRu39640,SoRu39640224,"2022-01-17 11:11:00",1,20,34
25020,SoRu35778,SoRu35778224,"2022-01-17 11:21:00",1,0,1
25021,HaRu17859,HaRu17859224,"2022-01-17 11:25:00",1,0,32
25022,KiRu27791,KiRu27791224,"2022-01-17 11:49:00",1,43,14
25023,HaDe16406,HaDe16406224,"2022-01-17 11:55:00",1,0,5
25024,AkHa00110,AkHa00110224,"2022-01-17 11:57:00",1,0,40
25025,SoRu38643,SoRu38643224,"2022-01-17 12:03:00",1,20,48
25026,AkKi01237,AkKi01237224,"2022-01-17 12:05:00",1,0,32
25027,AkLu02157,AkLu02157224,"2022-01-17 12:07:00",1,0,3
25028,KiRu25675,KiRu25675224,"2022-01-17 12:14:00",8,114,42
25029,AkRu07803,AkRu07803224,"2022-01-17 12:59:00",1,178,38
25030,AmRu15723,AmRu15723224,"2022-01-17 13:01:00",1,0,8
25031,HaRu19536,HaRu19536224,"2022-01-17 13:09:00",1,0,8
25032,HaRu17228,HaRu17228224,"2022-01-17 13:13:00",1,0,32
25033,SoRu35806,SoRu35806224,"2022-01-17 13:30:00",1,0,10
25034,HaRu17079,HaRu17079224,"2022-01-17 13:31:00",1,0,24
25035,AkRu08198,AkRu08198224,"2022-01-17 13:34:00",1,0,18
25036,SoRu38225,SoRu38225224,"2022-01-17 13:39:00",1,0,30
25037,KiMr24623,KiMr24623224,"2022-01-17 13:50:00",1,0,34
25038,AkRu05712,AkRu05712224,"2022-01-17 13:58:00",1,0,6
25039,AkRu03210,AkRu03210224,"2022-01-17 13:58:00",7,54,3
25040,AkRu07561,AkRu07561224,"2022-01-17 14:02:00",1,0,8
25041,AmRu13948,AmRu13948224,"2022-01-17 14:20:00",1,0,4
25042,SoRu35376,SoRu35376224,"2022-01-17 14:24:00",1,0,1
25043,AmRu13629,AmRu13629224,"2022-01-17 14:42:00",1,0,24
25044,SoRu37325,SoRu37325224,"2022-01-17 14:48:00",1,0,32
25045,SoRu35438,SoRu35438224,"2022-01-17 14:58:00",6,189,3
25046,HaRu19631,HaRu19631224,"2022-01-17 15:07:00",8,184,48
25047,KiRu25697,KiRu25697224,"2022-01-17 15:22:00",1,0,36
25048,AmRu15230,AmRu15230224,"2022-01-17 15:28:00",1,0,38
25049,AkRu06749,AkRu06749224,"2022-01-17 15:34:00",7,351,8
25050,SoRu36646,SoRu36646224,"2022-01-17 15:35:00",1,20,3
25051,KiRu27528,KiRu27528224,"2022-01-17 15:36:00",1,22,34
25052,KiRu28417,KiRu28417224,"2022-01-17 15:39:00",1,0,42
25053,HaRu19647,HaRu19647224,"2022-01-17 15:56:00",1,0,38
25054,HaRu18280,HaRu18280224,"2022-01-17 15:57:00",1,240,18
25055,SoIl32929,SoIl32929224,"2022-01-17 16:00:00",1,0,42
25056,KiRu27940,KiRu27940224,"2022-01-17 16:01:00",1,30,7
25057,AmDa12149,AmDa12149224,"2022-01-17 16:04:00",6,281,5
25058,AmAm09606,AmAm09606224,"2022-01-17 16:09:00",1,6,32
25059,KiRu28487,KiRu28487224,"2022-01-17 16:14:00",7,279,30
25060,SoRu36661,SoRu36661224,"2022-01-17 16:18:00",1,29,2
25061,HaRu18491,HaRu18491224,"2022-01-17 16:27:00",1,0,5
25062,AmAs10847,AmAs10847224,"2022-01-17 16:47:00",1,0,36
25063,AmRu14604,AmRu14604224,"2022-01-17 16:49:00",1,0,40
25064,KiZu30800,KiZu30800224,"2022-01-17 16:53:00",4,287,34
25065,SoMa33675,SoMa33675224,"2022-01-17 16:59:00",1,0,2
25066,AkRu08306,AkRu08306224,"2022-01-17 17:11:00",8,267,1
25067,AkRu07379,AkRu07379224,"2022-01-17 17:16:00",7,97,30
25068,AkRu03478,AkRu03478224,"2022-01-17 17:26:00",4,209,12
25069,KiRu26701,KiRu26701224,"2022-01-17 17:40:00",5,47,14
25070,AkRu03687,AkRu03687224,"2022-01-17 17:47:00",6,348,32
25071,HaRu18501,HaRu18501224,"2022-01-17 18:27:00",7,124,32
25072,KiRu26827,KiRu26827224,"2022-01-18 06:36:00",5,210,3
25073,AkRu03478,AkRu03478224,"2022-01-18 07:24:00",5,103,12
25074,AkRu03687,AkRu03687224,"2022-01-18 08:34:00",7,107,32
25075,KiIs23943,KiIs23943224,"2022-01-18 08:45:00",8,57,48
25076,SoRu37282,SoRu37282224,"2022-01-18 09:04:00",1,0,30
25077,AkRu07419,AkRu07419224,"2022-01-18 09:04:00",1,20,5
25078,HaRu18029,HaRu18029224,"2022-01-18 09:11:00",1,0,5
25079,KiZu30800,KiZu30800224,"2022-01-18 09:25:00",5,187,34
25080,AkRu04083,AkRu04083224,"2022-01-18 09:27:00",1,0,3
25081,KiRu29481,KiRu29481224,"2022-01-18 09:30:00",1,0,18
25082,SoRu35006,SoRu35006224,"2022-01-18 09:34:00",1,30,30
25083,SoBa31478,SoBa31478224,"2022-01-18 09:35:00",1,0,34
25084,SoRu38904,SoRu38904224,"2022-01-18 09:42:00",1,129,5
25085,AkRu05664,AkRu05664224,"2022-01-18 09:54:00",1,57,5
25086,KiRu26845,KiRu26845224,"2022-01-18 09:57:00",1,0,1
25087,SoRu37283,SoRu37283224,"2022-01-18 09:59:00",1,26,1
25088,AkRu07123,AkRu07123224,"2022-01-18 10:04:00",1,0,36
25089,KiRu26701,KiRu26701224,"2022-01-18 10:13:00",6,68,14
25090,AkHa00193,AkHa00193224,"2022-01-18 10:18:00",1,0,8
25091,SoCh32062,SoCh32062224,"2022-01-18 10:20:00",1,27,12
25092,KiRu27791,KiRu27791224,"2022-01-18 10:30:00",2,28,14
25093,AkRu03359,AkRu03359224,"2022-01-18 10:46:00",1,0,4
25094,KiRu25593,KiRu25593224,"2022-01-18 11:07:00",8,264,32
25095,AkRu06072,AkRu06072224,"2022-01-18 11:08:00",1,0,42
25096,AmRu15593,AmRu15593224,"2022-01-18 11:09:00",1,0,2
25097,SoRu37450,SoRu37450224,"2022-01-18 11:27:00",1,0,36
25098,SoRu39322,SoRu39322224,"2022-01-18 11:42:00",1,15,12
25099,KiRu27307,KiRu27307224,"2022-01-18 12:03:00",5,90,30
25100,AmAs10640,AmAs10640224,"2022-01-18 12:07:00",6,114,12
25101,AkRu03210,AkRu03210224,"2022-01-18 12:18:00",8,57,3
25102,SoKo33075,SoKo33075224,"2022-01-18 12:23:00",1,0,3
25103,SoMa34050,SoMa34050224,"2022-01-18 12:31:00",1,0,2
25104,SoRu36217,SoRu36217224,"2022-01-18 12:36:00",1,159,18
25105,KiRu27320,KiRu27320224,"2022-01-18 12:39:00",7,76,4
25106,AkRu07379,AkRu07379224,"2022-01-18 13:01:00",8,52,30
25107,KiRu25839,KiRu25839224,"2022-01-18 13:05:00",1,24,42
25108,SoRu35438,SoRu35438224,"2022-01-18 13:16:00",7,186,3
25109,HaDe16638,HaDe16638224,"2022-01-18 13:18:00",1,0,42
25110,HaRu19961,HaRu19961224,"2022-01-18 13:23:00",1,0,28
25111,HaRu20533,HaRu20533224,"2022-01-18 13:32:00",1,0,40
25112,HaAm16308,HaAm16308224,"2022-01-18 13:38:00",1,186,3
25113,AkRu05120,AkRu05120224,"2022-01-18 13:45:00",1,0,10
25114,HaRu18501,HaRu18501224,"2022-01-18 13:49:00",8,148,32
25115,KiIs23935,KiIs23935224,"2022-01-18 14:09:00",1,0,30
25116,HaRu20024,HaRu20024224,"2022-01-18 14:12:00",7,61,30
25117,HaRu18280,HaRu18280224,"2022-01-18 14:15:00",2,129,18
25118,AmRu14273,AmRu14273224,"2022-01-18 14:24:00",1,0,8
25119,KiMr24525,KiMr24525224,"2022-01-18 14:31:00",1,0,38
25120,AmAs10015,AmAs10015224,"2022-01-18 14:32:00",1,0,16
25121,SoMa34504,SoMa34504224,"2022-01-18 14:34:00",1,30,34
25122,KiRu27045,KiRu27045224,"2022-01-18 14:36:00",1,0,10
25123,HaRu19336,HaRu19336224,"2022-01-18 14:39:00",1,0,5
25124,SoCh31957,SoCh31957224,"2022-01-18 14:45:00",1,0,1
25125,AkKi01529,AkKi01529224,"2022-01-18 14:47:00",1,0,28
25126,AmRu15741,AmRu15741224,"2022-01-18 14:53:00",1,0,32
25127,AkRu06164,AkRu06164224,"2022-01-18 14:54:00",1,0,34
25128,AkRu08604,AkRu08604224,"2022-01-18 14:58:00",1,0,8
25129,AkLu01854,AkLu01854224,"2022-01-18 14:59:00",1,0,28
25130,AkLu02114,AkLu02114224,"2022-01-18 15:16:00",1,0,5
25131,SoRu35249,SoRu35249224,"2022-01-18 15:23:00",1,0,30
25132,SoRu38207,SoRu38207224,"2022-01-18 15:25:00",1,0,2
25133,SoMa34544,SoMa34544224,"2022-01-18 15:31:00",1,29,2
25134,AmRu13776,AmRu13776224,"2022-01-18 15:31:00",1,0,34
25135,AmRu13073,AmRu13073224,"2022-01-18 15:39:00",1,0,10
25136,KiRu29683,KiRu29683224,"2022-01-18 15:48:00",1,0,5
25137,KiMr25217,KiMr25217224,"2022-01-18 15:50:00",1,0,30
25138,AmRu13332,AmRu13332224,"2022-01-18 15:58:00",6,171,5
25139,AmAs10404,AmAs10404224,"2022-01-18 16:15:00",1,0,46
25140,AmAs10288,AmAs10288224,"2022-01-18 16:23:00",1,0,42
25141,AkRu06749,AkRu06749224,"2022-01-18 16:24:00",8,223,8
25142,SoRu39618,SoRu39618224,"2022-01-18 16:26:00",1,0,1
25143,AmAs10278,AmAs10278224,"2022-01-18 16:38:00",1,0,12
25144,HaRu18792,HaRu18792224,"2022-01-18 16:40:00",1,7,7
25145,HaRu20860,HaRu20860224,"2022-01-18 16:50:00",1,0,8
25146,AmAm09391,AmAm09391224,"2022-01-18 16:54:00",1,0,42
25147,HaRu19142,HaRu19142224,"2022-01-18 17:28:00",7,104,28
25148,AmDa12149,AmDa12149224,"2022-01-18 17:41:00",7,213,5
25149,AkRu07803,AkRu07803224,"2022-01-18 18:09:00",2,120,38
25150,KiRu28487,KiRu28487224,"2022-01-18 18:55:00",8,100,30
25151,HaRu20024,HaRu20024224,"2022-01-19 08:56:00",8,78,30
25152,HaAm15987,HaAm15987224,"2022-01-19 09:11:00",1,0,38
25153,AkKi00979,AkKi00979224,"2022-01-19 09:17:00",1,0,1
25154,HaRu19736,HaRu19736224,"2022-01-19 09:18:00",1,0,42
25155,AkRu04577,AkRu04577224,"2022-01-19 09:25:00",1,18,24
25156,KiRu26701,KiRu26701224,"2022-01-19 09:37:00",7,54,14
25157,KiAm22068,KiAm22068224,"2022-01-19 09:44:00",1,0,34
25158,AkRu03809,AkRu03809224,"2022-01-19 09:44:00",1,0,36
25159,HaRu19142,HaRu19142224,"2022-01-19 09:50:00",8,141,28
25160,KiRu26827,KiRu26827224,"2022-01-19 09:53:00",6,162,3
25161,KiZu30800,KiZu30800224,"2022-01-19 10:11:00",6,194,34
25162,SoMa33580,SoMa33580224,"2022-01-19 10:26:00",1,0,38
25163,AkKi00931,AkKi00931224,"2022-01-19 10:32:00",1,0,10
25164,AkRu07387,AkRu07387224,"2022-01-19 10:33:00",1,0,14
25165,SoBa31459,SoBa31459224,"2022-01-19 10:34:00",1,0,30
25166,AkLu02051,AkLu02051224,"2022-01-19 10:42:00",1,0,1
25167,AmDa12262,AmDa12262224,"2022-01-19 10:45:00",1,0,46
25168,AkRu05299,AkRu05299224,"2022-01-19 10:52:00",1,0,2
25169,AkRu07803,AkRu07803224,"2022-01-19 10:56:00",3,117,38
25170,HaRu17783,HaRu17783224,"2022-01-19 10:58:00",1,160,28
25171,HaRu17522,HaRu17522224,"2022-01-19 10:59:00",1,0,5
25172,HaYa21410,HaYa21410224,"2022-01-19 11:04:00",1,0,34
25173,AkLu02319,AkLu02319224,"2022-01-19 11:06:00",1,0,30
25174,AkRu05758,AkRu05758224,"2022-01-19 11:16:00",1,0,38
25175,SoCh32225,SoCh32225224,"2022-01-19 11:20:00",1,0,8
25176,KiZu31141,KiZu31141224,"2022-01-19 11:26:00",1,17,3
25177,AkLu01582,AkLu01582224,"2022-01-19 11:27:00",1,0,10
25178,HaAm16308,HaAm16308224,"2022-01-19 11:29:00",2,166,3
25179,AkRu07767,AkRu07767224,"2022-01-19 11:36:00",1,0,24
25180,KiRu27320,KiRu27320224,"2022-01-19 11:36:00",8,112,4
25181,KiRu28329,KiRu28329224,"2022-01-19 11:42:00",1,0,30
25182,SoRu35438,SoRu35438224,"2022-01-19 11:58:00",8,250,3
25183,AmDa11940,AmDa11940224,"2022-01-19 12:11:00",1,0,32
25184,KiRu29338,KiRu29338224,"2022-01-19 12:20:00",1,19,48
25185,AkRu03687,AkRu03687224,"2022-01-19 12:25:00",8,174,32
25186,HaZa21631,HaZa21631224,"2022-01-19 12:37:00",1,0,4
25187,AmRu13332,AmRu13332224,"2022-01-19 12:41:00",7,76,5
25188,HaRu20447,HaRu20447224,"2022-01-19 12:44:00",1,0,38
25189,AmRu14730,AmRu14730224,"2022-01-19 12:52:00",1,0,2
25190,AmBe11026,AmBe11026224,"2022-01-19 13:08:00",1,0,44
25191,SoKo33072,SoKo33072224,"2022-01-19 13:40:00",1,0,46
25192,AkRu02970,AkRu02970224,"2022-01-19 13:43:00",1,131,40
25193,AmAs10640,AmAs10640224,"2022-01-19 13:45:00",7,69,12
25194,AkKi01299,AkKi01299224,"2022-01-19 13:49:00",1,0,30
25195,HaRu18892,HaRu18892224,"2022-01-19 13:56:00",1,0,14
25196,SoMa33936,SoMa33936224,"2022-01-19 13:56:00",1,0,10
25197,AmAs10419,AmAs10419224,"2022-01-19 13:59:00",1,227,48
25198,AmRu14944,AmRu14944224,"2022-01-19 14:09:00",1,0,28
25199,SoRu38358,SoRu38358224,"2022-01-19 14:09:00",1,0,40
25200,AmRu13816,AmRu13816224,"2022-01-19 14:09:00",1,0,12
25201,AkRu06882,AkRu06882224,"2022-01-19 14:15:00",1,0,8
25202,AkHa00622,AkHa00622224,"2022-01-19 14:15:00",1,0,3
25203,AmAb09225,AmAb09225224,"2022-01-19 14:17:00",1,0,12
25204,KiHa23402,KiHa23402224,"2022-01-19 14:22:00",1,0,24
25205,SoRu38904,SoRu38904224,"2022-01-19 14:28:00",2,116,5
25206,AkRu05066,AkRu05066224,"2022-01-19 14:37:00",1,0,36
25207,SoIl32693,SoIl32693224,"2022-01-19 14:38:00",1,0,30
25208,AmPw12309,AmPw12309224,"2022-01-19 14:44:00",1,0,2
25209,AkRu07745,AkRu07745224,"2022-01-19 14:52:00",1,0,46
25210,AmRu13412,AmRu13412224,"2022-01-19 15:02:00",1,0,12
25211,KiRu27307,KiRu27307224,"2022-01-19 15:14:00",6,166,30
25212,SoRu36651,SoRu36651224,"2022-01-19 15:17:00",1,0,40
25213,SoRu37651,SoRu37651224,"2022-01-19 15:32:00",1,0,48
25214,AmBe11127,AmBe11127224,"2022-01-19 15:36:00",1,30,48
25215,KiAm22502,KiAm22502224,"2022-01-19 15:38:00",1,27,7
25216,AmDa11921,AmDa11921224,"2022-01-19 15:40:00",1,0,8
25217,AkRu02951,AkRu02951224,"2022-01-19 15:43:00",1,0,14
25218,AkRu07538,AkRu07538224,"2022-01-19 15:50:00",1,0,40
25219,AkRu04108,AkRu04108224,"2022-01-19 16:11:00",1,8,14
25220,SoRu38545,SoRu38545224,"2022-01-19 16:13:00",1,0,7
25221,KiMr24787,KiMr24787224,"2022-01-19 16:28:00",1,0,10
25222,SoRu37969,SoRu37969224,"2022-01-19 16:30:00",1,16,48
25223,SoIl32555,SoIl32555224,"2022-01-19 16:50:00",1,0,2
25224,HaRu18280,HaRu18280224,"2022-01-19 17:03:00",3,130,18
25225,AmDa12149,AmDa12149224,"2022-01-19 17:13:00",8,226,5
25226,KiRu27791,KiRu27791224,"2022-01-19 17:28:00",3,25,14
25227,AkRu03478,AkRu03478224,"2022-01-19 17:55:00",6,186,12
25228,SoRu36217,SoRu36217224,"2022-01-19 17:59:00",2,132,18
25229,AkRu05664,AkRu05664224,"2022-01-19 18:32:00",2,52,5
25230,KiRu27791,KiRu27791224,"2022-01-20 06:49:00",4,37,14
25231,SoRu38904,SoRu38904224,"2022-01-20 07:29:00",3,120,5
25232,AkRu02970,AkRu02970224,"2022-01-20 07:33:00",2,118,40
25233,AkRu05664,AkRu05664224,"2022-01-20 07:41:00",3,27,5
25234,SoRu36217,SoRu36217224,"2022-01-20 07:46:00",3,114,18
25235,AmRu13332,AmRu13332224,"2022-01-20 07:48:00",8,175,5
25236,HaRu18280,HaRu18280224,"2022-01-20 08:13:00",4,234,18
25237,AmAs10419,AmAs10419224,"2022-01-20 08:57:00",2,185,48
25238,SoRu37292,SoRu37292224,"2022-01-20 09:01:00",1,9,3
25239,SoRu39091,SoRu39091224,"2022-01-20 09:05:00",1,0,32
25240,HaRu20771,HaRu20771224,"2022-01-20 09:07:00",1,77,32
25241,HaRu17783,HaRu17783224,"2022-01-20 09:15:00",2,183,28
25242,SoRu35032,SoRu35032224,"2022-01-20 09:23:00",1,25,3
25243,KiIs23856,KiIs23856224,"2022-01-20 09:27:00",1,0,48
25244,AmDa11523,AmDa11523224,"2022-01-20 09:28:00",1,0,12
25245,HaRu18801,HaRu18801224,"2022-01-20 09:34:00",1,23,1
25246,AmRu14061,AmRu14061224,"2022-01-20 09:39:00",1,0,30
25247,AmAm09509,AmAm09509224,"2022-01-20 09:44:00",1,0,40
25248,SoRu38661,SoRu38661224,"2022-01-20 09:46:00",1,23,28
25249,AkRu03478,AkRu03478224,"2022-01-20 09:49:00",7,122,12
25250,HaRu17956,HaRu17956224,"2022-01-20 09:57:00",1,0,36
25251,KiMr24424,KiMr24424224,"2022-01-20 10:02:00",1,0,2
25252,SoRu38658,SoRu38658224,"2022-01-20 10:04:00",1,0,34
25253,SoMa34161,SoMa34161224,"2022-01-20 10:08:00",1,0,6
25254,SoRu34714,SoRu34714224,"2022-01-20 10:27:00",1,207,3
25255,AkRu06413,AkRu06413224,"2022-01-20 10:31:00",1,0,6
25256,AkKi01270,AkKi01270224,"2022-01-20 10:57:00",1,0,3
25257,KiRu29772,KiRu29772224,"2022-01-20 11:00:00",1,0,1
25258,AmDa12204,AmDa12204224,"2022-01-20 11:09:00",1,0,5
25259,AmAs10640,AmAs10640224,"2022-01-20 11:21:00",8,119,12
25260,KiAm22338,KiAm22338224,"2022-01-20 11:27:00",1,0,38
25261,AmRu14518,AmRu14518224,"2022-01-20 11:33:00",1,0,24
25262,AkRu07188,AkRu07188224,"2022-01-20 11:40:00",1,0,3
25263,AmDa11634,AmDa11634224,"2022-01-20 11:40:00",1,0,1
25264,HaRu18493,HaRu18493224,"2022-01-20 11:48:00",1,30,26
25265,KiRu25317,KiRu25317224,"2022-01-20 11:52:00",1,210,36
25266,HaRu19727,HaRu19727224,"2022-01-20 12:04:00",1,0,36
25267,AkRu08363,AkRu08363224,"2022-01-20 12:09:00",1,39,30
25268,AmDa11758,AmDa11758224,"2022-01-20 12:23:00",1,0,8
25269,AkRu03338,AkRu03338224,"2022-01-20 12:27:00",1,11,34
25270,KiRu27307,KiRu27307224,"2022-01-20 12:27:00",7,215,30
25271,KiRu26701,KiRu26701224,"2022-01-20 12:31:00",8,75,14
25272,HaDe16318,HaDe16318224,"2022-01-20 12:37:00",1,0,1
25273,SoMa34080,SoMa34080224,"2022-01-20 12:55:00",1,0,8
25274,HaRu19222,HaRu19222224,"2022-01-20 12:56:00",1,0,24
25275,AkRu06250,AkRu06250224,"2022-01-20 12:59:00",1,0,6
25276,HaRu18793,HaRu18793224,"2022-01-20 13:01:00",1,21,1
25277,AkRu06389,AkRu06389224,"2022-01-20 13:24:00",1,0,34
25278,AkRu07801,AkRu07801224,"2022-01-20 13:32:00",1,240,12
25279,AmRu14420,AmRu14420224,"2022-01-20 13:45:00",1,0,10
25280,KiIs23788,KiIs23788224,"2022-01-20 13:51:00",1,0,10
25281,KiRu28428,KiRu28428224,"2022-01-20 13:54:00",1,0,34
25282,KiRu25672,KiRu25672224,"2022-01-20 13:57:00",1,240,36
25283,KiMr24367,KiMr24367224,"2022-01-20 13:57:00",1,0,2
25284,HaRu20463,HaRu20463224,"2022-01-20 14:01:00",1,0,3
25285,KiRu27206,KiRu27206224,"2022-01-20 14:02:00",1,27,5
25286,KiMr25109,KiMr25109224,"2022-01-20 14:17:00",1,0,36
25287,SoMa33820,SoMa33820224,"2022-01-20 14:35:00",1,0,42
25288,KiRu29913,KiRu29913224,"2022-01-20 14:41:00",1,0,5
25289,SoRu37666,SoRu37666224,"2022-01-20 14:42:00",1,0,6
25290,HaRu17150,HaRu17150224,"2022-01-20 14:43:00",1,0,36
25291,KiMr24914,KiMr24914224,"2022-01-20 15:04:00",1,0,36
25292,HaRu18096,HaRu18096224,"2022-01-20 15:06:00",1,0,3
25293,KiIs23596,KiIs23596224,"2022-01-20 15:07:00",1,0,2
25294,KiZu30800,KiZu30800224,"2022-01-20 15:08:00",7,137,34
25295,AkRu06302,AkRu06302224,"2022-01-20 15:10:00",1,30,8
25296,SoBa31512,SoBa31512224,"2022-01-20 15:25:00",1,0,24
25297,HaRu18818,HaRu18818224,"2022-01-20 15:29:00",1,0,8
25298,KiRu26827,KiRu26827224,"2022-01-20 15:39:00",7,254,3
25299,KiHa23095,KiHa23095224,"2022-01-20 15:40:00",1,0,40
25300,AmAb09132,AmAb09132224,"2022-01-20 15:57:00",1,0,1
25301,AmRu15645,AmRu15645224,"2022-01-20 15:57:00",1,0,2
25302,SoIl32651,SoIl32651224,"2022-01-20 16:00:00",1,0,14
25303,SoKo33222,SoKo33222224,"2022-01-20 16:10:00",1,0,28
25304,HaAm16308,HaAm16308224,"2022-01-20 16:20:00",3,172,3
