source_id,date,description,pollutant_ppm,biological,results
SoRu36178224,"2022-07-22 09:59:00","Inorganic contaminants: Mercury, Copper",4.25596,0,"Contaminated: Chemical"
AkRu07994224,"2022-07-22 10:37:00",Clean,0.0135842,0.0000728615,Clean
SoRu36697224,"2022-07-22 11:08:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
AkLu02188224,"2022-07-22 11:10:00",Clean,0.0826851,0.0000260125,Clean
SoCh32195224,"2022-07-22 11:21:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
KiRu29916224,"2022-07-22 11:30:00","Inorganic contaminants: Silver, Barium, Mercury, Silver",1.20488,0,"Contaminated: Chemical"
HaRu19218224,"2022-07-22 11:34:00","Inorganic contaminants: Silver",5.00001,0,"Contaminated: Chemical"
SoRu39072224,"2022-07-22 11:49:00","Inorganic contaminants: Lead",3.0181,0,"Contaminated: Chemical"
KiHa23192224,"2022-07-22 12:46:00",Clean,0.0162741,0.0000114783,Clean
AkLu02510224,"2022-07-22 12:56:00","Inorganic contaminants: Arsenic, Copper, Arsenic, Barium",3.7397,0,"Contaminated: Chemical"
AkRu08703224,"2022-07-22 13:27:00","Inorganic contaminants: Arsenic, Barium",1.75446,0,"Contaminated: Chemical"
AmRu15040224,"2022-07-22 13:48:00","Inorganic contaminants: Arsenic, Cadmium, Copper, Barium",2.12583,0,"Contaminated: Chemical"
SoMa33706224,"2022-07-22 14:32:00",Clean,0.0719788,0.0000793538,Clean
KiRu25828224,"2022-07-22 14:41:00","Bacteria: E. coli",0,25.3451,"Contaminated: Biological"
AkHa00739224,"2022-07-22 14:52:00","Inorganic contaminants: Lead, Zinc",8.07141,0,"Contaminated: Chemical"
AmPw12707224,"2022-07-22 14:57:00","Bacteria: Salmonella",0,267.371,"Contaminated: Biological"
KiRu26261224,"2022-07-22 15:00:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
KiRu29226224,"2022-07-22 15:01:00","Inorganic contaminants: Copper, Arsenic, Chromium",7.53638,0,"Contaminated: Chemical"
AmRu14219224,"2022-07-22 15:10:00",Clean,0.0126327,0.000062334,Clean
KiRu27515224,"2022-07-22 15:21:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
AkRu04164224,"2022-07-22 15:54:00",Clean,0.0332758,0.0000736087,Clean
AkRu08291224,"2022-07-22 16:04:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
KiHa23228224,"2022-07-22 16:07:00","Inorganic contaminants: Barium, Silver, Chromium",6.96031,0,"Contaminated: Chemical"
AkRu08075224,"2022-07-22 16:20:00",Clean,0.0305677,0.0000810415,Clean
SoCh31985224,"2022-07-22 16:24:00",Clean,0.0851251,0.0000843813,Clean
KiIs23752224,"2022-07-22 16:24:00","Inorganic contaminants: Zinc, Selenium",9.37637,0,"Contaminated: Chemical"
SoRu37719224,"2022-07-22 16:37:00","Bacteria: E. coli",0,23.8476,"Contaminated: Biological"
KiRu25658224,"2022-07-23 09:46:00","Inorganic contaminants: Barium, Cadmium, Cadmium",4.50051,0,"Contaminated: Chemical"
AkLu02562224,"2022-07-23 10:11:00",Clean,0.0855539,0.0000787822,Clean
HaRu18509224,"2022-07-23 10:58:00",Clean,0.0913594,0.0000407671,Clean
AkRu05989224,"2022-07-23 11:06:00",Clean,0.0725527,0.0000674889,Clean
AkLu01906224,"2022-07-23 12:10:00",Clean,0.0623809,0.0000151431,Clean
KiIs23885224,"2022-07-23 12:46:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
HaAm15908224,"2022-07-23 12:54:00",Clean,0.0158255,0.0000732489,Clean
AkRu06847224,"2022-07-23 12:58:00","Inorganic contaminants: Selenium, Zinc, Chromium",6.94354,0,"Contaminated: Chemical"
AkRu06263224,"2022-07-23 13:07:00",Clean,0.0516549,0.0000208151,Clean
AkRu08269224,"2022-07-23 13:20:00",Clean,0.0508964,0.000084329,Clean
SoRu38820224,"2022-07-23 13:28:00","Bacteria: E. coli",0,43.2025,"Contaminated: Biological"
KiRu26608224,"2022-07-23 13:32:00","Inorganic contaminants: Arsenic",7.01099,0,"Contaminated: Chemical"
KiZu31042224,"2022-07-23 13:36:00","Inorganic contaminants: Barium",6.43538,0,"Contaminated: Chemical"
SoRu38591224,"2022-07-23 13:43:00","Inorganic contaminants: Cadmium, Selenium, Chromium, Copper",9.28135,0,"Contaminated: Chemical"
KiMr24361224,"2022-07-23 14:43:00",Clean,0.0186231,0.0000591995,Clean
SoRu35818224,"2022-07-23 14:47:00","Inorganic contaminants: Zinc, Copper",3.69696,0,"Contaminated: Chemical"
AkRu04773224,"2022-07-23 14:51:00",Clean,0.0752282,0.0000430106,Clean
AkLu01994224,"2022-07-23 15:06:00",Clean,0.0187157,0.0000374546,Clean
SoMa34054224,"2022-07-23 15:23:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
AmRu15143224,"2022-07-23 15:40:00","Inorganic contaminants: Lead, Silver",4.9168,0,"Contaminated: Chemical"
KiRu27681224,"2022-07-23 16:22:00","Bacteria: Salmonella",0,267.371,"Contaminated: Biological"
KiMr24257224,"2022-07-23 16:33:00",Clean,0.0465432,0.0000582412,Clean
KiRu29824224,"2022-07-23 16:41:00","Inorganic contaminants: Barium, Zinc, Chromium",1.54053,0,"Contaminated: Chemical"
HaRu19189224,"2022-07-24 09:08:00","Inorganic contaminants: Copper, Barium",8.45174,0,"Contaminated: Chemical"
AkRu05093224,"2022-07-24 09:32:00",Clean,0.0709978,0.000078842,Clean
KiRu28882224,"2022-07-24 09:57:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
AkLu01959224,"2022-07-24 10:11:00","Inorganic contaminants: Arsenic, Arsenic",7.55532,0,"Contaminated: Chemical"
AkRu04508224,"2022-07-24 10:33:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
AkRu06613224,"2022-07-24 10:38:00","Inorganic contaminants: Chromium, Arsenic",9.56435,0,"Contaminated: Chemical"
AkHa00294224,"2022-07-24 10:45:00",Clean,0.0147458,0.0000194866,Clean
SoMa34428224,"2022-07-24 10:56:00",Clean,0.0718225,0.0000609072,Clean
KiRu26727224,"2022-07-24 11:01:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
AkRu07350224,"2022-07-24 11:23:00","Inorganic contaminants: Cadmium, Chromium, Selenium",2.58167,0,"Contaminated: Chemical"
KiRu28282224,"2022-07-24 11:31:00",Clean,0.0562803,0.0000460758,Clean
KiRu27485224,"2022-07-24 11:39:00","Inorganic contaminants: Selenium, Selenium, Chromium",4.82572,0,"Contaminated: Chemical"
KiHa22953224,"2022-07-24 11:39:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
AkRu04359224,"2022-07-24 12:08:00",Clean,0.0538209,0.0000476576,Clean
AmRu14875224,"2022-07-24 12:14:00",Clean,0.0913115,0.0000000607681,Clean
AkRu06499224,"2022-07-24 12:16:00","Inorganic contaminants: Chromium, Mercury, Copper",7.05436,0,"Contaminated: Chemical"
AkRu07828224,"2022-07-24 12:41:00","Inorganic contaminants: Barium, Cadmium, Lead, Zinc",3.67549,0,"Contaminated: Chemical"
SoKo33071224,"2022-07-24 13:09:00",Clean,0.0779556,0.0000573309,Clean
HaZa21831224,"2022-07-24 13:38:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
AmRu15011224,"2022-07-24 13:59:00","Inorganic contaminants: Barium",6.45184,0,"Contaminated: Chemical"
AkRu08644224,"2022-07-24 14:31:00",Clean,0.0403582,0.0000864722,Clean
AkHa00632224,"2022-07-24 15:15:00",Clean,0.0479139,0.0000603685,Clean
AkRu06262224,"2022-07-24 15:33:00","Bacteria: E. coli",0,44.4697,"Contaminated: Biological"
SoRu37098224,"2022-07-24 15:36:00","Inorganic contaminants: Chromium",3.7823,0,"Contaminated: Chemical"
HaRu18893224,"2022-07-24 16:06:00","Inorganic contaminants: Copper, Zinc",5.07107,0,"Contaminated: Chemical"
AkRu07892224,"2022-07-24 16:13:00",Clean,0.079766,0.0000424256,Clean
KiRu29875224,"2022-07-24 16:18:00",Clean,0.036642,0.0000310226,Clean
AmAb09284224,"2022-07-24 16:24:00","Inorganic contaminants: Chromium, Mercury",8.1976,0,"Contaminated: Chemical"
KiRu26429224,"2022-07-24 16:55:00","Inorganic contaminants: Cadmium",9.78897,0,"Contaminated: Chemical"
HaDj16829224,"2022-07-25 09:03:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
AkRu04883224,"2022-07-25 09:11:00",Clean,0.0818148,0.0000278361,Clean
AkRu02686224,"2022-07-25 09:50:00",Clean,0.0498432,0.0000461126,Clean
AkRu05675224,"2022-07-25 09:53:00",Clean,0.0870295,0.0000470547,Clean
KiRu29266224,"2022-07-25 09:57:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
KiRu26029224,"2022-07-25 09:59:00","Inorganic contaminants: Arsenic, Barium, Chromium, Barium",4.56023,0,"Contaminated: Chemical"
HaRu18754224,"2022-07-25 10:04:00","Bacteria: E. coli",0,42.7413,"Contaminated: Biological"
KiRu29893224,"2022-07-25 11:01:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
SoRu39338224,"2022-07-25 11:07:00","Inorganic contaminants: Chromium, Mercury, Copper, Chromium",3.87537,0,"Contaminated: Chemical"
KiMr24648224,"2022-07-25 11:24:00",Clean,0.0360797,0.0000969359,Clean
KiHa23403224,"2022-07-25 11:25:00","Bacteria: Salmonella",0,267.371,"Contaminated: Biological"
HaRu18410224,"2022-07-25 12:09:00","Inorganic contaminants: Selenium",7.0181,0,"Contaminated: Chemical"
SoMa34079224,"2022-07-25 12:11:00","Inorganic contaminants: Arsenic, Mercury",3.23634,0,"Contaminated: Chemical"
KiRu27094224,"2022-07-25 13:10:00","Inorganic contaminants: Zinc, Lead, Chromium",2.84616,0,"Contaminated: Chemical"
KiIs23725224,"2022-07-25 13:33:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
HaDj16674224,"2022-07-25 14:09:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
AkLu01749224,"2022-07-25 14:23:00",Clean,0.0597085,0.0000435154,Clean
AkRu08186224,"2022-07-25 14:46:00",Clean,0.0978828,0.0000267694,Clean
AkKi01284224,"2022-07-25 14:48:00","Inorganic contaminants: Selenium, Selenium, Arsenic",6.15331,0,"Contaminated: Chemical"
AkLu02609224,"2022-07-25 14:52:00",Clean,0.0483378,0.00000330086,Clean
SoRu35182224,"2022-07-25 15:03:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
AkRu08930224,"2022-07-25 15:09:00","Inorganic contaminants: Arsenic",4.77508,0,"Contaminated: Chemical"
KiAm22246224,"2022-07-25 16:10:00","Inorganic contaminants: Chromium, Silver, Mercury, Zinc",9.303,0,"Contaminated: Chemical"
AkRu05688224,"2022-07-25 16:33:00","Inorganic contaminants: Zinc, Barium, Silver, Cadmium",3.35585,0,"Contaminated: Chemical"
KiRu29952224,"2022-07-25 16:56:00","Inorganic contaminants: Copper, Zinc",4.61849,0,"Contaminated: Chemical"
HaRu20228224,"2022-07-28 09:48:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
KiRu26086224,"2022-07-28 10:28:00","Bacteria: E. coli",0,30.297,"Contaminated: Biological"
HaRu19935224,"2022-07-28 11:06:00","Bacteria: E. coli",0,23.2614,"Contaminated: Biological"
AkRu08144224,"2022-07-28 11:24:00",Clean,0.0148861,0.000036196,Clean
KiRu29121224,"2022-07-28 11:54:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
AmRu13530224,"2022-07-28 12:03:00",Clean,0.0339369,0.0000710774,Clean
AkLu02335224,"2022-07-28 12:50:00",Clean,0.0604279,0.0000467991,Clean
AkRu08473224,"2022-07-28 13:06:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
AmRu15834224,"2022-07-28 13:31:00","Inorganic contaminants: Copper, Selenium, Cadmium, Zinc",6.16727,0,"Contaminated: Chemical"
AkRu05379224,"2022-07-28 13:44:00","Inorganic contaminants: Barium, Mercury",9.21546,0,"Contaminated: Chemical"
AkRu03386224,"2022-07-28 14:17:00",Clean,0.0713992,0.0000207631,Clean
KiZu31338224,"2022-07-28 14:23:00","Inorganic contaminants: Cadmium, Zinc, Barium, Arsenic",8.30399,0,"Contaminated: Chemical"
KiRu26076224,"2022-07-28 14:35:00","Inorganic contaminants: Lead, Cadmium, Silver",7.97924,0,"Contaminated: Chemical"
AkRu06259224,"2022-07-28 14:52:00","Inorganic contaminants: Zinc",1.64612,0,"Contaminated: Chemical"
KiRu30197224,"2022-07-28 15:00:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
HaRu17123224,"2022-07-28 15:05:00","Inorganic contaminants: Barium",5.95575,0,"Contaminated: Chemical"
AkRu06024224,"2022-07-28 15:57:00",Clean,0.053718,0.0000634184,Clean
SoMa33604224,"2022-07-28 15:57:00","Inorganic contaminants: Mercury, Mercury",3.80049,0,"Contaminated: Chemical"
AkLu01772224,"2022-07-28 15:58:00",Clean,0.0500192,0.0000548025,Clean
AkRu04307224,"2022-07-28 16:14:00","Inorganic contaminants: Barium, Silver, Cadmium",5.66079,0,"Contaminated: Chemical"
AmAb09254224,"2022-07-28 16:20:00","Inorganic contaminants: Zinc, Zinc, Selenium",1.21246,0,"Contaminated: Chemical"
SoRu38292224,"2022-07-28 16:50:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
SoRu35196224,"2022-07-29 09:06:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
SoIl32792224,"2022-07-29 10:17:00",Clean,0.083646,0.0000837572,Clean
AmRu13537224,"2022-07-29 10:39:00",Clean,0.0859574,0.0000543786,Clean
AkRu05301224,"2022-07-29 11:42:00","Inorganic contaminants: Silver, Mercury, Arsenic, Chromium",2.80326,0,"Contaminated: Chemical"
KiRu26997224,"2022-07-29 11:45:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
AkRu05641224,"2022-07-29 11:55:00",Clean,0.0664118,0.0000206215,Clean
KiRu29091224,"2022-07-29 12:42:00","Inorganic contaminants: Mercury, Lead",5.89565,0,"Contaminated: Chemical"
AkRu07167224,"2022-07-29 13:09:00","Inorganic contaminants: Lead, Selenium, Copper",5.48924,0,"Contaminated: Chemical"
KiRu29335224,"2022-07-29 13:13:00","Inorganic contaminants: Copper, Zinc, Zinc, Zinc",1.0224,0,"Contaminated: Chemical"
SoRu39018224,"2022-07-29 13:20:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
HaAm15945224,"2022-07-29 13:47:00","Inorganic contaminants: Barium",4.02829,0,"Contaminated: Chemical"
KiRu28319224,"2022-07-29 13:51:00",Clean,0.0347918,0.0000399718,Clean
KiRu29343224,"2022-07-29 15:19:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
KiRu25680224,"2022-07-29 15:25:00","Inorganic contaminants: Selenium, Copper",4.26309,0,"Contaminated: Chemical"
SoRu38564224,"2022-07-29 16:08:00","Inorganic contaminants: Copper, Chromium, Selenium, Mercury",9.44584,0,"Contaminated: Chemical"
SoRu38561224,"2022-07-29 16:10:00","Inorganic contaminants: Zinc, Lead",6.9641,0,"Contaminated: Chemical"
KiRu29344224,"2022-07-29 16:15:00","Bacteria: E. coli",0,25.416,"Contaminated: Biological"
AkRu05425224,"2022-07-30 09:51:00","Inorganic contaminants: Chromium, Silver, Silver",2.10609,0,"Contaminated: Chemical"
KiRu27937224,"2022-07-30 10:01:00","Inorganic contaminants: Arsenic, Barium, Barium",8.26426,0,"Contaminated: Chemical"
SoBa31741224,"2022-07-30 10:07:00","Inorganic contaminants: Cadmium, Zinc, Barium",7.61055,0,"Contaminated: Chemical"
AmRu14070224,"2022-07-30 10:35:00","Inorganic contaminants: Selenium",6.55754,0,"Contaminated: Chemical"
KiRu30161224,"2022-07-30 11:37:00","Inorganic contaminants: Silver, Cadmium",2.43677,0,"Contaminated: Chemical"
KiAm22469224,"2022-07-30 12:00:00","Inorganic contaminants: Silver",7.80194,0,"Contaminated: Chemical"
KiRu26253224,"2022-07-30 12:15:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
AmRu14359224,"2022-07-30 12:24:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
HaZa21721224,"2022-07-30 12:30:00","Bacteria: E. coli",0,7.29594,"Contaminated: Biological"
SoRu36099224,"2022-07-30 13:15:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
KiRu28111224,"2022-07-30 13:18:00","Inorganic contaminants: Mercury, Copper, Zinc, Selenium",9.77011,0,"Contaminated: Chemical"
KiHa22819224,"2022-07-30 13:51:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
KiRu29235224,"2022-07-30 13:53:00",Clean,0.0954199,0.0000379943,Clean
KiAm22491224,"2022-07-30 13:56:00",Clean,0.0601095,0.0000700561,Clean
KiRu26064224,"2022-07-30 14:12:00","Inorganic contaminants: Zinc, Lead, Silver",5.19358,0,"Contaminated: Chemical"
HaSe21218224,"2022-07-30 14:14:00",Clean,0.0204998,0.0000362975,Clean
AkHa00477224,"2022-07-30 16:08:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
KiRu29225224,"2022-07-30 16:13:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
AkRu07645224,"2022-07-30 16:42:00","Inorganic contaminants: Chromium, Barium, Lead, Zinc",2.01819,0,"Contaminated: Chemical"
KiMr24302224,"2022-07-30 16:53:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
HaRu17958224,"2022-07-31 09:15:00","Inorganic contaminants: Zinc, Copper, Silver, Silver",7.99498,0,"Contaminated: Chemical"
KiMr24352224,"2022-07-31 09:43:00","Inorganic contaminants: Selenium",8.95986,0,"Contaminated: Chemical"
KiRu25847224,"2022-07-31 09:49:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
HaRu19662224,"2022-07-31 10:13:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
KiRu26982224,"2022-07-31 10:18:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
SoMa34176224,"2022-07-31 10:30:00","Inorganic contaminants: Silver, Zinc, Lead, Mercury",3.10544,0,"Contaminated: Chemical"
SoRu37632224,"2022-07-31 10:51:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
AkRu07545224,"2022-07-31 10:52:00","Inorganic contaminants: Cadmium, Lead",3.00113,0,"Contaminated: Chemical"
KiHa22901224,"2022-07-31 10:59:00",Clean,0.0454848,0.0000713192,Clean
AmRu12970224,"2022-07-31 11:29:00","Inorganic contaminants: Chromium",9.40389,0,"Contaminated: Chemical"
SoRu37050224,"2022-07-31 12:12:00","Inorganic contaminants: Barium, Zinc",3.0834,0,"Contaminated: Chemical"
HaRu17576224,"2022-07-31 12:19:00","Inorganic contaminants: Arsenic, Copper",6.26588,0,"Contaminated: Chemical"
AkHa00199224,"2022-07-31 12:30:00","Inorganic contaminants: Mercury",5.35981,0,"Contaminated: Chemical"
KiRu26912224,"2022-07-31 13:01:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
SoMa34205224,"2022-07-31 13:25:00","Clean Bacteria: E. coli",0.0726217,23.892,Clean
KiRu27130224,"2022-07-31 13:42:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
AkRu03342224,"2022-07-31 13:57:00",Clean,0.0546244,0.0000245607,Clean
KiMr24655224,"2022-07-31 14:03:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
AkRu03023224,"2022-07-31 14:06:00",Clean,0.0151998,0.0000796925,Clean
AkRu05072224,"2022-07-31 14:31:00",Clean,0.0816895,0.0000247806,Clean
AkRu05776224,"2022-07-31 14:44:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
AmAs10683224,"2022-07-31 14:53:00",Clean,0.0187355,0.0000848253,Clean
HaRu18989224,"2022-07-31 15:02:00","Inorganic contaminants: Copper, Copper, Arsenic, Lead",6.70779,0,"Contaminated: Chemical"
HaAm16186224,"2022-07-31 15:08:00","Inorganic contaminants: Copper, Cadmium, Silver, Barium",7.57458,0,"Contaminated: Chemical"
KiRu30646224,"2022-07-31 16:14:00",Clean,0.0453854,0.0000497849,Clean
AkRu04379224,"2022-07-31 16:21:00","Inorganic contaminants: Zinc, Cadmium",3.26361,0,"Contaminated: Chemical"
AkRu06108224,"2022-08-01 09:03:00","Inorganic contaminants: Cadmium",5.28516,0,"Contaminated: Chemical"
KiHa23073224,"2022-08-01 09:05:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
AkRu05573224,"2022-08-01 09:15:00",Clean,0.0458749,0.0000944485,Clean
SoMa33592224,"2022-08-01 09:32:00",Clean,0.0539693,0.0000228878,Clean
AkRu04855224,"2022-08-01 11:23:00",Clean,0.0265572,0.0000310936,Clean
AkLu02588224,"2022-08-01 12:11:00","Inorganic contaminants: Selenium, Selenium, Selenium, Chromium",9.80705,0,"Contaminated: Chemical"
KiHa22970224,"2022-08-01 12:11:00",Clean,0.0849082,0.0000868045,Clean
HaRu18899224,"2022-08-01 12:40:00","Bacteria: Salmonella",0,267.371,"Contaminated: Biological"
SoRu37035224,"2022-08-01 12:50:00","Inorganic contaminants: Arsenic, Selenium",9.2172,0,"Contaminated: Chemical"
SoRu37655224,"2022-08-01 12:57:00","Inorganic contaminants: Selenium, Cadmium, Selenium, Barium",7.24555,0,"Contaminated: Chemical"
AkRu05802224,"2022-08-01 13:27:00",Clean,0.0505336,0.0000407418,Clean
AkRu08677224,"2022-08-01 13:27:00",Clean,0.0727434,0.0000432952,Clean
HaZa21627224,"2022-08-01 14:22:00","Inorganic contaminants: Mercury, Barium",6.09667,0,"Contaminated: Chemical"
HaYa21449224,"2022-08-01 14:41:00","Inorganic contaminants: Barium, Arsenic, Copper",6.59581,0,"Contaminated: Chemical"
KiRu29927224,"2022-08-01 14:47:00","Inorganic contaminants: Lead, Cadmium",9.82252,0,"Contaminated: Chemical"
HaRu19831224,"2022-08-01 14:48:00","Bacteria: Salmonella",0,267.371,"Contaminated: Biological"
HaDe16601224,"2022-08-01 14:52:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
HaRu20190224,"2022-08-01 14:53:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
SoMa34491224,"2022-08-01 15:02:00","Virus: Enteroviruses",0,262.668,"Contaminated: Biological"
HaRu20524224,"2022-08-01 15:07:00","Inorganic contaminants: Cadmium",3.69445,0,"Contaminated: Chemical"
AkRu08639224,"2022-08-01 15:41:00","Inorganic contaminants: Barium, Arsenic",1.61954,0,"Contaminated: Chemical"
AkRu08017224,"2022-08-01 16:16:00",Clean,0.0263026,0.000094251,Clean
AkLu01818224,"2022-08-01 16:22:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
KiRu26591224,"2022-08-01 16:33:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
AkHa00521224,"2022-08-01 16:34:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
AkHa00444224,"2022-08-01 16:42:00",Clean,0.0793277,0.0000413692,Clean
HaZa21662224,"2022-08-01 16:53:00","Bacteria: E. coli",0,10.2316,"Contaminated: Biological"
KiRu28932224,"2022-08-04 09:03:00","Inorganic contaminants: Mercury",2.31876,0,"Contaminated: Chemical"
KiRu28695224,"2022-08-04 09:05:00","Inorganic contaminants: Selenium, Barium, Selenium, Chromium",7.22862,0,"Contaminated: Chemical"
HaSe20897224,"2022-08-04 09:35:00",Clean,0.0141071,0.0000240929,Clean
AkRu07824224,"2022-08-04 09:40:00",Clean,0.034906,0.0000963569,Clean
SoRu35312224,"2022-08-04 09:54:00","Inorganic contaminants: Cadmium",7.22527,0,"Contaminated: Chemical"
KiHa22660224,"2022-08-04 10:29:00","Bacteria: E. coli",0,29.27,"Contaminated: Biological"
KiZu30785224,"2022-08-04 10:32:00","Inorganic contaminants: Copper, Selenium, Copper",3.99302,0,"Contaminated: Chemical"
AmDa11611224,"2022-08-04 10:44:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
HaDj16873224,"2022-08-04 11:02:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
SoRu37828224,"2022-08-04 11:12:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
AmRu13617224,"2022-08-04 11:50:00","Inorganic contaminants: Lead, Silver, Silver, Cadmium",4.51881,0,"Contaminated: Chemical"
SoRu39306224,"2022-08-04 11:58:00","Bacteria: Vibrio cholerae",0,182.88,"Contaminated: Biological"
SoRu39480224,"2022-08-04 12:32:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
HaRu20189224,"2022-08-04 12:43:00","Inorganic contaminants: Silver, Mercury, Selenium, Silver",8.087,0,"Contaminated: Chemical"
SoKo33513224,"2022-08-04 12:52:00",Clean,0.0627621,0.00000950577,Clean
KiHa22636224,"2022-08-04 13:10:00","Bacteria: Giardia Lamblia",0,495.898,"Contaminated: Biological"
AkRu06283224,"2022-08-04 14:15:00",Clean,0.0675315,0.0000584582,Clean
AkRu03453224,"2022-08-04 14:24:00","Inorganic contaminants: Cadmium, Copper",7.80588,0,"Contaminated: Chemical"
AkHa00139224,"2022-08-04 15:09:00",Clean,0.0253155,0.0000637739,Clean
SoRu37954224,"2022-08-04 15:39:00","Inorganic contaminants: Barium",2.31771,0,"Contaminated: Chemical"
AkLu02140224,"2022-08-04 15:45:00","Inorganic contaminants: Arsenic, Chromium, Chromium, Barium",6.50832,0,"Contaminated: Chemical"
AkKi01553224,"2022-08-05 09:24:00",Clean,0.0403788,0.0000434947,Clean
KiAm22498224,"2022-08-05 09:45:00","Inorganic contaminants: Zinc, Zinc, Cadmium",6.31178,0,"Contaminated: Chemical"
KiIs23657224,"2022-08-05 09:56:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
HaZa21832224,"2022-08-05 10:15:00","Parasite: Cryptosporidium",0,485.162,"Contaminated: Biological"
KiAm22292224,"2022-08-05 10:23:00",Clean,0.0109219,0.0000261518,Clean
AkLu02069224,"2022-08-05 10:27:00","Virus: Hepatitis A Virus",0,96.6341,"Contaminated: Biological"
KiHa23179224,"2022-08-05 11:00:00","Inorganic contaminants: Selenium, Copper, Lead, Lead",7.05046,0,"Contaminated: Chemical"
SoRu37893224,"2022-08-05 11:17:00","Inorganic contaminants: Copper",4.97692,0,"Contaminated: Chemical"
HaDj16724224,"2022-08-05 11:32:00","Inorganic contaminants: Barium",9.67455,0,"Contaminated: Chemical"
KiRu30676224,"2022-08-05 11:36:00","Inorganic contaminants: Cadmium, Mercury",5.23475,0,"Contaminated: Chemical"
AkRu06668224,"2022-08-05 11:37:00","Inorganic contaminants: Zinc, Barium",7.36579,0,"Contaminated: Chemical"
AkRu05284224,"2022-08-05 12:04:00","Inorganic contaminants: Selenium",7.71619,0,"Contaminated: Chemical"
AkRu06282224,"2022-08-05 12:38:00","Inorganic contaminants: Chromium, Copper, Mercury",4.77111,0,"Contaminated: Chemical"
KiIs24241224,"2022-08-05 13:16:00","Inorganic contaminants: Barium",6.17019,0,"Contaminated: Chemical"
HaZa21642224,"2022-08-05 13:49:00","Inorganic contaminants: Arsenic, Barium, Lead, Cadmium",2.50223,0,"Contaminated: Chemical"
HaAm15893224,"2022-08-05 13:57:00","Inorganic contaminants: Chromium",6.29405,0,"Contaminated: Chemical"
KiRu26242224,"2022-08-05 14:22:00","Bacteria: Shigella",0,318.664,"Contaminated: Biological"
