source_id,type_of_water_source,number_of_people_served
HaRu17182224,well,324
HaRu17183224,tap_in_home,816
HaRu17184224,well,322
HaRu17185224,tap_in_home_broken,680
HaRu17186224,well,330
HaRu17187224,well,164
HaRu17188224,well,196
HaRu17189224,well,386
HaRu17190224,tap_in_home,390
HaRu17191224,river,558
HaRu17192224,tap_in_home_broken,852
HaRu17193224,shared_tap,3316
HaRu17194224,shared_tap,3608
HaRu17195224,well,244
HaRu17196224,well,182
HaRu17197224,well,260
HaRu17198224,well,362
HaRu17199224,well,396
HaRu17200224,well,250
HaRu17201224,well,254
HaRu17202224,well,350
HaRu17203224,well,352
HaRu17204224,well,340
HaRu17205224,well,334
HaRu17206224,well,186
HaRu17207224,well,258
HaRu17208224,river,678
HaRu17209224,well,348
HaRu17210224,well,324
HaRu17211224,shared_tap,1982
HaRu17212224,well,266
HaRu17213224,well,180
HaRu17214224,well,394
HaRu17215224,well,242
HaRu17216224,well,318
HaRu17217224,tap_in_home_broken,572
HaRu17218224,well,374
HaRu17219224,shared_tap,910
HaRu17220224,well,290
HaRu17221224,shared_tap,2566
HaRu17222224,shared_tap,600
HaRu17223224,tap_in_home_broken,586
HaRu17224224,well,182
HaRu17225224,tap_in_home_broken,528
HaRu17226224,shared_tap,3418
HaRu17227224,well,222
HaRu17228224,tap_in_home_broken,948
HaRu17229224,well,168
HaRu17230224,shared_tap,910
HaRu17231224,well,308
HaRu17232224,shared_tap,1088
HaRu17233224,tap_in_home,354
HaRu17234224,tap_in_home,964
HaRu17235224,tap_in_home_broken,824
HaRu17236224,well,386
HaRu17237224,shared_tap,1608
HaRu17238224,tap_in_home,428
HaRu17239224,tap_in_home,858
HaRu17240224,well,292
HaRu17241224,shared_tap,1016
HaRu17242224,well,248
HaRu17243224,well,394
HaRu17244224,well,338
HaRu17245224,well,300
HaRu17246224,shared_tap,1092
HaRu17247224,tap_in_home_broken,726
HaRu17248224,well,392
HaRu17249224,shared_tap,320
HaRu17250224,well,396
HaRu17251224,tap_in_home_broken,408
HaRu17252224,well,292
HaRu17253224,shared_tap,1946
HaRu17254224,shared_tap,2754
HaRu17255224,tap_in_home_broken,398
HaRu17256224,tap_in_home_broken,834
HaRu17257224,well,346
HaRu17258224,well,308
HaRu17259224,well,312
HaRu17260224,well,324
HaRu17261224,tap_in_home_broken,496
HaRu17262224,well,276
HaRu17263224,shared_tap,1900
HaRu17264224,well,376
HaRu17265224,well,312
HaRu17266224,well,288
HaRu17267224,tap_in_home,978
HaRu17268224,tap_in_home,822
HaRu17269224,tap_in_home_broken,766
HaRu17270224,tap_in_home,542
HaRu17271224,tap_in_home,452
HaRu17272224,shared_tap,1252
HaRu17273224,well,354
HaRu17274224,well,256
HaRu17275224,well,212
HaRu17276224,well,180
HaRu17277224,tap_in_home,748
HaRu17278224,well,190
HaRu17279224,well,192
HaRu17280224,shared_tap,226
HaRu17281224,well,178
HaRu17282224,well,344
HaRu17283224,well,332
HaRu17284224,well,174
HaRu17285224,well,188
HaRu17286224,well,380
HaRu17287224,well,214
HaRu17288224,well,378
HaRu17289224,well,318
HaRu17290224,shared_tap,1002
HaRu17291224,well,334
HaRu17292224,shared_tap,1604
HaRu17293224,well,168
HaRu17294224,tap_in_home_broken,770
HaRu17295224,well,304
HaRu17296224,well,290
HaRu17297224,tap_in_home_broken,646
HaRu17298224,tap_in_home,800
HaRu17299224,well,376
HaRu17300224,well,294
HaRu17301224,tap_in_home,782
HaRu17302224,tap_in_home,832
HaRu17303224,well,300
HaRu17304224,shared_tap,3838
HaRu17305224,well,216
HaRu17306224,well,162
HaRu17307224,tap_in_home_broken,326
HaRu17308224,shared_tap,3516
HaRu17309224,shared_tap,542
HaRu17310224,tap_in_home_broken,592
HaRu17311224,well,380
HaRu17312224,tap_in_home,376
HaRu17313224,shared_tap,2720
HaRu17314224,shared_tap,3282
HaRu17315224,well,308
HaRu17316224,well,340
HaRu17317224,well,172
HaRu17318224,well,252
HaRu17319224,well,226
HaRu17320224,tap_in_home_broken,456
HaRu17321224,river,560
HaRu17322224,tap_in_home_broken,844
HaRu17323224,tap_in_home_broken,356
HaRu17324224,tap_in_home,626
HaRu17325224,tap_in_home,686
HaRu17326224,well,242
HaRu17327224,tap_in_home,916
HaRu17328224,well,378
HaRu17329224,well,190
HaRu17330224,shared_tap,2310
HaRu17331224,shared_tap,2552
HaRu17332224,well,184
HaRu17333224,well,184
HaRu17334224,well,288
HaRu17335224,tap_in_home_broken,674
HaRu17336224,shared_tap,2816
HaRu17337224,tap_in_home_broken,784
HaRu17338224,tap_in_home_broken,854
HaRu17339224,tap_in_home,758
HaRu17340224,well,234
HaRu17341224,well,348
HaRu17342224,tap_in_home,788
HaRu17343224,shared_tap,2286
HaRu17344224,well,300
HaRu17345224,well,348
HaRu17346224,tap_in_home_broken,510
HaRu17347224,tap_in_home,804
HaRu17348224,shared_tap,1530
HaRu17349224,well,336
HaRu17350224,well,364
HaRu17351224,tap_in_home_broken,850
HaRu17352224,well,234
HaRu17353224,tap_in_home,648
HaRu17354224,well,162
HaRu17355224,well,230
HaRu17356224,well,354
HaRu17357224,tap_in_home_broken,618
HaRu17358224,well,364
HaRu17359224,tap_in_home_broken,762
HaRu17360224,tap_in_home,422
HaRu17361224,tap_in_home_broken,326
HaRu17362224,well,178
HaRu17363224,well,188
HaRu17364224,tap_in_home,350
HaRu17365224,well,248
HaRu17366224,well,310
HaRu17367224,shared_tap,718
HaRu17368224,tap_in_home,644
HaRu17369224,well,268
HaRu17370224,well,220
HaRu17371224,well,286
HaRu17372224,tap_in_home,904
HaRu17373224,tap_in_home,770
HaRu17374224,well,238
HaRu17375224,shared_tap,3712
HaRu17376224,tap_in_home,898
HaRu17377224,tap_in_home,982
HaRu17378224,shared_tap,2910
HaRu17379224,tap_in_home_broken,594
HaRu17380224,tap_in_home,946
HaRu17381224,well,394
HaRu17382224,well,362
HaRu17383224,shared_tap,3374
HaRu17384224,shared_tap,2694
HaRu17385224,river,674
HaRu17386224,well,208
HaRu17387224,tap_in_home_broken,626
HaRu17388224,well,388
HaRu17389224,well,228
HaRu17390224,shared_tap,2268
HaRu17391224,shared_tap,2196
HaRu17392224,well,366
HaRu17393224,tap_in_home,994
HaRu17394224,well,302
HaRu17395224,well,380
HaRu17396224,tap_in_home_broken,854
HaRu17397224,tap_in_home,546
HaRu17398224,shared_tap,258
HaRu17399224,shared_tap,2352
HaRu17400224,shared_tap,3182
HaRu17401224,well,240
HaRu17402224,shared_tap,498
HaRu17403224,well,362
HaRu17404224,well,372
HaRu17405224,well,164
HaRu17406224,well,368
HaRu17407224,river,674
HaRu17408224,tap_in_home,700
HaRu17409224,well,196
HaRu17410224,well,386
HaRu17411224,well,336
HaRu17412224,shared_tap,1682
HaRu17413224,well,160
HaRu17414224,tap_in_home,584
HaRu17415224,tap_in_home,926
HaRu17416224,tap_in_home_broken,776
HaRu17417224,well,208
HaRu17418224,well,364
HaRu17419224,tap_in_home,620
HaRu17420224,well,172
HaRu17421224,tap_in_home,370
HaRu17422224,shared_tap,978
HaRu17423224,shared_tap,3182
HaRu17424224,well,358
HaRu17425224,river,574
HaRu17426224,well,382
HaRu17427224,shared_tap,2792
HaRu17428224,well,286
HaRu17429224,tap_in_home,436
HaRu17430224,shared_tap,2010
HaRu17431224,shared_tap,1854
HaRu17432224,tap_in_home,382
HaRu17433224,well,346
HaRu17434224,well,280
HaRu17435224,well,354
HaRu17436224,well,192
HaRu17437224,shared_tap,2828
HaRu17438224,well,208
HaRu17439224,well,278
HaRu17440224,tap_in_home_broken,524
HaRu17441224,well,220
HaRu17442224,well,240
HaRu17443224,shared_tap,2844
HaRu17444224,well,256
HaRu17445224,well,226
HaRu17446224,well,370
HaRu17447224,well,362
HaRu17448224,tap_in_home,856
HaRu17449224,well,236
HaRu17450224,well,160
HaRu17451224,shared_tap,888
HaRu17452224,shared_tap,3662
HaRu17453224,tap_in_home_broken,396
HaRu17454224,well,274
HaRu17455224,tap_in_home_broken,412
HaRu17456224,shared_tap,1032
HaRu17457224,well,350
HaRu17458224,well,290
HaRu17459224,tap_in_home_broken,402
HaRu17460224,well,328
HaRu17461224,tap_in_home_broken,564
HaRu17462224,well,276
HaRu17463224,well,208
HaRu17464224,well,236
HaRu17465224,well,282
HaRu17466224,well,228
HaRu17467224,well,228
HaRu17468224,well,270
HaRu17469224,well,238
HaRu17470224,well,162
HaRu17471224,shared_tap,2008
HaRu17472224,well,346
HaRu17473224,well,162
HaRu17474224,tap_in_home_broken,440
HaRu17475224,tap_in_home,982
HaRu17476224,river,954
HaRu17477224,shared_tap,3102
HaRu17478224,tap_in_home_broken,336
HaRu17479224,tap_in_home,912
HaRu17480224,well,382
HaRu17481224,well,188
HaRu17482224,shared_tap,2050
HaRu17483224,shared_tap,2152
HaRu17484224,well,162
HaRu17485224,tap_in_home,888
HaRu17486224,shared_tap,2164
HaRu17487224,shared_tap,2762
HaRu17488224,tap_in_home_broken,652
HaRu17489224,well,220
HaRu17490224,shared_tap,1782
HaRu17491224,well,346
HaRu17492224,well,272
HaRu17493224,shared_tap,1224
HaRu17494224,river,554
HaRu17495224,shared_tap,3796
HaRu17496224,well,386
HaRu17497224,shared_tap,696
HaRu17498224,shared_tap,1066
HaRu17499224,well,284
HaRu17500224,well,304
HaRu17501224,shared_tap,2498
HaRu17502224,tap_in_home,682
HaRu17503224,well,334
HaRu17504224,shared_tap,2322
HaRu17505224,well,222
HaRu17506224,tap_in_home_broken,850
HaRu17507224,well,190
HaRu17508224,well,366
HaRu17509224,shared_tap,1070
HaRu17510224,river,580
HaRu17511224,well,360
HaRu17512224,tap_in_home,446
HaRu17513224,shared_tap,784
HaRu17514224,tap_in_home,806
HaRu17515224,shared_tap,1584
HaRu17516224,tap_in_home_broken,616
HaRu17517224,shared_tap,3584
HaRu17518224,well,240
HaRu17519224,tap_in_home,544
HaRu17520224,tap_in_home_broken,530
HaRu17521224,well,274
HaRu17522224,tap_in_home_broken,936
HaRu17523224,tap_in_home_broken,450
HaRu17524224,well,354
HaRu17525224,well,180
HaRu17526224,well,270
HaRu17527224,tap_in_home,776
HaRu17528224,well,320
HaRu17529224,well,252
HaRu17530224,well,316
HaRu17531224,tap_in_home,708
HaRu17532224,well,264
HaRu17533224,tap_in_home_broken,408
HaRu17534224,tap_in_home_broken,532
HaRu17535224,tap_in_home_broken,620
HaRu17536224,tap_in_home_broken,932
HaRu17537224,shared_tap,1926
HaRu17538224,well,244
HaRu17539224,tap_in_home_broken,672
HaRu17540224,well,346
HaRu17541224,tap_in_home_broken,356
HaRu17542224,well,246
HaRu17543224,well,312
HaRu17544224,tap_in_home,722
HaRu17545224,shared_tap,1712
HaRu17546224,well,202
HaRu17547224,tap_in_home_broken,742
HaRu17548224,tap_in_home,618
HaRu17549224,shared_tap,3188
HaRu17550224,well,280
HaRu17551224,river,896
HaRu17552224,well,266
HaRu17553224,tap_in_home,782
HaRu17554224,shared_tap,2346
HaRu17555224,tap_in_home,380
HaRu17556224,tap_in_home,394
HaRu17557224,well,294
HaRu17558224,shared_tap,1966
HaRu17559224,tap_in_home_broken,590
HaRu17560224,shared_tap,2174
HaRu17561224,well,180
HaRu17562224,shared_tap,2196
HaRu17563224,well,326
HaRu17564224,shared_tap,212
HaRu17565224,well,322
HaRu17566224,tap_in_home_broken,484
HaRu17567224,well,218
HaRu17568224,tap_in_home_broken,658
HaRu17569224,well,370
HaRu17570224,shared_tap,2690
HaRu17571224,tap_in_home_broken,970
HaRu17572224,river,640
HaRu17573224,well,198
HaRu17574224,well,234
HaRu17575224,well,186
HaRu17576224,well,330
HaRu17577224,well,286
HaRu17578224,well,226
HaRu17579224,tap_in_home,566
HaRu17580224,tap_in_home_broken,676
HaRu17581224,well,288
HaRu17582224,tap_in_home,496
HaRu17583224,shared_tap,1888
HaRu17584224,tap_in_home,770
HaRu17585224,well,272
HaRu17586224,well,186
HaRu17587224,tap_in_home_broken,508
HaRu17588224,tap_in_home,936
HaRu17589224,tap_in_home_broken,588
HaRu17590224,tap_in_home_broken,782
HaRu17591224,tap_in_home,442
HaRu17592224,tap_in_home_broken,398
HaRu17593224,shared_tap,1808
HaRu17594224,shared_tap,1760
HaRu17595224,tap_in_home_broken,372
HaRu17596224,well,330
HaRu17597224,well,318
HaRu17598224,well,254
HaRu17599224,well,318
HaRu17600224,tap_in_home,686
HaRu17601224,well,268
HaRu17602224,tap_in_home_broken,864
HaRu17603224,river,606
HaRu17604224,well,178
HaRu17605224,well,176
HaRu17606224,well,230
HaRu17607224,tap_in_home,946
HaRu17608224,well,328
HaRu17609224,well,192
HaRu17610224,well,268
HaRu17611224,tap_in_home,498
HaRu17612224,well,238
HaRu17613224,shared_tap,988
HaRu17614224,well,362
HaRu17615224,tap_in_home,916
HaRu17616224,tap_in_home_broken,506
HaRu17617224,well,278
HaRu17618224,well,394
HaRu17619224,tap_in_home_broken,904
HaRu17620224,well,186
HaRu17621224,river,638
HaRu17622224,well,360
HaRu17623224,well,318
HaRu17624224,river,874
HaRu17625224,well,280
HaRu17626224,tap_in_home_broken,340
HaRu17627224,well,232
HaRu17628224,shared_tap,2240
HaRu17629224,well,200
HaRu17630224,well,238
HaRu17631224,shared_tap,3304
HaRu17632224,well,312
HaRu17633224,well,330
HaRu17634224,tap_in_home_broken,986
HaRu17635224,tap_in_home,770
HaRu17636224,tap_in_home,682
HaRu17637224,tap_in_home_broken,334
HaRu17638224,river,466
HaRu17639224,shared_tap,3898
HaRu17640224,well,298
HaRu17641224,tap_in_home_broken,768
HaRu17642224,well,318
HaRu17643224,shared_tap,1396
HaRu17644224,well,328
HaRu17645224,tap_in_home,818
HaRu17646224,well,252
HaRu17647224,tap_in_home_broken,494
HaRu17648224,shared_tap,2044
HaRu17649224,well,160
HaRu17650224,well,288
HaRu17651224,tap_in_home_broken,776
HaRu17652224,tap_in_home_broken,908
HaRu17653224,tap_in_home,734
HaRu17654224,shared_tap,2400
HaRu17655224,tap_in_home_broken,508
HaRu17656224,shared_tap,1272
HaRu17657224,well,300
HaRu17658224,well,284
HaRu17659224,shared_tap,2012
HaRu17660224,shared_tap,3144
HaRu17661224,tap_in_home_broken,300
HaRu17662224,shared_tap,2314
HaRu17663224,well,180
HaRu17664224,well,278
HaRu17665224,tap_in_home,574
HaRu17666224,tap_in_home_broken,884
HaRu17667224,well,340
HaRu17668224,shared_tap,2762
HaRu17669224,shared_tap,2746
HaRu17670224,shared_tap,1868
HaRu17671224,well,358
HaRu17672224,well,344
HaRu17673224,well,282
HaRu17674224,well,212
HaRu17675224,tap_in_home,458
HaRu17676224,well,222
HaRu17677224,tap_in_home,598
HaRu17678224,well,378
HaRu17679224,tap_in_home,958
HaRu17680224,well,236
HaRu17681224,well,304
HaRu17682224,shared_tap,2138
HaRu17683224,well,360
HaRu17684224,shared_tap,3898
HaRu17685224,well,238
HaRu17686224,well,352
HaRu17687224,shared_tap,3790
HaRu17688224,shared_tap,2892
HaRu17689224,well,316
HaRu17690224,well,260
HaRu17691224,well,188
HaRu17692224,river,908
HaRu17693224,tap_in_home_broken,976
HaRu17694224,tap_in_home_broken,304
HaRu17695224,shared_tap,1818
HaRu17696224,well,246
HaRu17697224,well,286
HaRu17698224,shared_tap,1322
HaRu17699224,well,212
HaRu17700224,tap_in_home_broken,536
HaRu17701224,well,320
HaRu17702224,tap_in_home_broken,806
HaRu17703224,well,292
HaRu17704224,well,294
HaRu17705224,tap_in_home,802
HaRu17706224,well,366
HaRu17707224,well,168
HaRu17708224,shared_tap,1296
HaRu17709224,tap_in_home_broken,710
HaRu17710224,well,186
HaRu17711224,tap_in_home,514
HaRu17712224,well,200
HaRu17713224,well,382
HaRu17714224,well,396
HaRu17715224,tap_in_home,444
HaRu17716224,shared_tap,3186
HaRu17717224,shared_tap,3144
HaRu17718224,tap_in_home_broken,796
HaRu17719224,tap_in_home,664
HaRu17720224,well,216
HaRu17721224,well,378
HaRu17722224,tap_in_home_broken,662
HaRu17723224,tap_in_home,916
HaRu17724224,well,298
HaRu17725224,tap_in_home_broken,802
HaRu17726224,well,318
HaRu17727224,tap_in_home,770
HaRu17728224,well,200
HaRu17729224,well,300
HaRu17730224,well,326
HaRu17731224,tap_in_home_broken,888
HaRu17732224,well,166
HaRu17733224,tap_in_home,716
HaRu17734224,well,184
HaRu17735224,well,226
HaRu17736224,well,324
HaRu17737224,well,394
HaRu17738224,well,328
HaRu17739224,well,178
HaRu17740224,shared_tap,2122
HaRu17741224,well,260
HaRu17742224,well,292
HaRu17743224,shared_tap,358
HaRu17744224,well,330
HaRu17745224,well,170
HaRu17746224,tap_in_home,388
HaRu17747224,tap_in_home,696
HaRu17748224,well,308
HaRu17749224,well,202
HaRu17750224,well,266
HaRu17751224,tap_in_home,802
HaRu17752224,tap_in_home_broken,610
HaRu17753224,well,254
HaRu17754224,tap_in_home_broken,376
HaRu17755224,well,214
HaRu17756224,tap_in_home,466
HaRu17757224,well,336
HaRu17758224,shared_tap,2044
HaRu17759224,well,224
HaRu17760224,shared_tap,3500
HaRu17761224,river,724
HaRu17762224,tap_in_home_broken,300
HaRu17763224,shared_tap,1666
HaRu17764224,river,894
HaRu17765224,well,366
HaRu17766224,tap_in_home,626
HaRu17767224,tap_in_home,602
HaRu17768224,tap_in_home,654
HaRu17769224,shared_tap,2692
HaRu17770224,well,282
HaRu17771224,well,232
HaRu17772224,well,208
HaRu17773224,well,360
HaRu17774224,well,334
HaRu17775224,well,240
HaRu17776224,well,304
HaRu17777224,river,848
HaRu17778224,river,564
HaRu17779224,tap_in_home_broken,892
HaRu17780224,well,350
HaRu17781224,well,180
HaRu17782224,well,390
HaRu17783224,shared_tap,1902
HaRu17784224,tap_in_home,736
HaRu17785224,tap_in_home_broken,958
HaRu17786224,tap_in_home_broken,394
HaRu17787224,shared_tap,1626
HaRu17788224,tap_in_home,998
HaRu17789224,tap_in_home,784
HaRu17790224,shared_tap,3212
HaRu17791224,well,192
HaRu17792224,well,268
HaRu17793224,tap_in_home,964
HaRu17794224,shared_tap,2646
HaRu17795224,tap_in_home,972
HaRu17796224,well,238
HaRu17797224,tap_in_home_broken,492
HaRu17798224,shared_tap,2904
HaRu17799224,tap_in_home,410
HaRu17800224,tap_in_home_broken,792
HaRu17801224,tap_in_home_broken,902
HaRu17802224,well,176
HaRu17803224,shared_tap,1206
HaRu17804224,well,288
HaRu17805224,well,344
HaRu17806224,shared_tap,3568
HaRu17807224,shared_tap,280
HaRu17808224,shared_tap,3470
HaRu17809224,tap_in_home,974
HaRu17810224,well,364
HaRu17811224,tap_in_home_broken,640
HaRu17812224,well,300
HaRu17813224,well,294
HaRu17814224,tap_in_home,348
HaRu17815224,well,386
HaRu17816224,well,368
HaRu17817224,tap_in_home,616
HaRu17818224,shared_tap,2286
HaRu17819224,tap_in_home_broken,908
HaRu17820224,tap_in_home,360
HaRu17821224,well,170
HaRu17822224,well,172
HaRu17823224,tap_in_home,924
HaRu17824224,well,362
HaRu17825224,well,220
HaRu17826224,tap_in_home,738
HaRu17827224,well,330
HaRu17828224,tap_in_home_broken,618
HaRu17829224,tap_in_home,388
HaRu17830224,tap_in_home,950
HaRu17831224,well,232
HaRu17832224,well,276
HaRu17833224,shared_tap,1476
HaRu17834224,tap_in_home_broken,360
HaRu17835224,well,328
HaRu17836224,well,240
HaRu17837224,well,268
HaRu17838224,well,160
HaRu17839224,well,228
HaRu17840224,well,372
HaRu17841224,shared_tap,3682
HaRu17842224,tap_in_home,378
HaRu17843224,shared_tap,2036
HaRu17844224,well,306
HaRu17845224,shared_tap,842
HaRu17846224,well,160
HaRu17847224,shared_tap,1004
HaRu17848224,well,272
HaRu17849224,well,296
HaRu17850224,shared_tap,2418
HaRu17851224,well,180
HaRu17852224,well,248
HaRu17853224,well,256
HaRu17854224,shared_tap,2654
HaRu17855224,well,244
HaRu17856224,tap_in_home,326
HaRu17857224,shared_tap,2068
HaRu17858224,well,172
HaRu17859224,tap_in_home,420
HaRu17860224,well,224
HaRu17861224,well,292
HaRu17862224,river,414
HaRu17863224,well,206
HaRu17864224,well,274
HaRu17865224,tap_in_home,336
HaRu17866224,well,386
HaRu17867224,tap_in_home,782
HaRu17868224,well,376
HaRu17869224,well,168
HaRu17870224,well,354
HaRu17871224,tap_in_home_broken,994
HaRu17872224,well,270
HaRu17873224,tap_in_home_broken,598
HaRu17874224,shared_tap,1014
HaRu17875224,tap_in_home,436
HaRu17876224,well,358
HaRu17877224,well,204
HaRu17878224,river,704
HaRu17879224,river,818
HaRu17880224,tap_in_home_broken,456
HaRu17881224,tap_in_home_broken,352
HaRu17882224,well,230
HaRu17883224,shared_tap,3642
HaRu17884224,well,202
HaRu17885224,tap_in_home,994
HaRu17886224,well,230
HaRu17887224,well,290
HaRu17888224,well,190
HaRu17889224,tap_in_home,488
HaRu17890224,tap_in_home_broken,516
HaRu17891224,shared_tap,3650
HaRu17892224,well,370
HaRu17893224,shared_tap,1668
HaRu17894224,river,768
HaRu17895224,shared_tap,406
HaRu17896224,river,846
HaRu17897224,well,344
HaRu17898224,tap_in_home_broken,640
HaRu17899224,well,212
HaRu17900224,shared_tap,1510
HaRu17901224,tap_in_home_broken,306
HaRu17902224,river,648
HaRu17903224,well,324
HaRu17904224,tap_in_home_broken,714
HaRu17905224,tap_in_home_broken,878
HaRu17906224,well,214
HaRu17907224,tap_in_home,318
HaRu17908224,tap_in_home_broken,332
HaRu17909224,well,164
HaRu17910224,tap_in_home_broken,822
HaRu17911224,well,376
HaRu17912224,river,928
HaRu17913224,tap_in_home_broken,842
HaRu17914224,tap_in_home_broken,466
HaRu17915224,well,382
HaRu17916224,well,166
HaRu17917224,tap_in_home_broken,722
HaRu17918224,well,218
HaRu17919224,well,290
HaRu17920224,tap_in_home_broken,406
HaRu17921224,well,372
HaRu17922224,well,356
HaRu17923224,well,340
HaRu17924224,well,276
HaRu17925224,tap_in_home_broken,730
HaRu17926224,well,336
HaRu17927224,well,330
HaRu17928224,tap_in_home_broken,502
HaRu17929224,tap_in_home_broken,632
HaRu17930224,tap_in_home,686
HaRu17931224,well,272
HaRu17932224,shared_tap,3408
HaRu17933224,well,244
HaRu17934224,tap_in_home,654
HaRu17935224,well,164
HaRu17936224,tap_in_home,796
HaRu17937224,shared_tap,2336
HaRu17938224,well,316
HaRu17939224,well,182
HaRu17940224,river,434
HaRu17941224,well,320
HaRu17942224,well,178
HaRu17943224,shared_tap,2558
HaRu17944224,shared_tap,1358
HaRu17945224,river,484
HaRu17946224,tap_in_home,876
HaRu17947224,well,268
HaRu17948224,well,226
HaRu17949224,well,198
HaRu17950224,tap_in_home_broken,356
HaRu17951224,well,364
HaRu17952224,well,174
HaRu17953224,well,194
HaRu17954224,tap_in_home_broken,970
HaRu17955224,tap_in_home_broken,854
HaRu17956224,well,252
HaRu17957224,well,346
HaRu17958224,well,376
HaRu17959224,well,276
HaRu17960224,tap_in_home_broken,814
HaRu17961224,tap_in_home_broken,856
HaRu17962224,river,516
HaRu17963224,tap_in_home_broken,944
HaRu17964224,well,242
HaRu17965224,shared_tap,1716
HaRu17966224,tap_in_home,458
HaRu17967224,river,526
HaRu17968224,well,238
HaRu17969224,well,288
HaRu17970224,shared_tap,2170
HaRu17971224,well,224
HaRu17972224,well,326
HaRu17973224,well,216
HaRu17974224,tap_in_home_broken,712
HaRu17975224,tap_in_home_broken,542
HaRu17976224,well,218
HaRu17977224,well,378
HaRu17978224,well,390
HaRu17979224,well,396
HaRu17980224,well,172
HaRu17981224,well,344
HaRu17982224,tap_in_home_broken,846
HaRu17983224,tap_in_home,592
HaRu17984224,shared_tap,1326
HaRu17985224,well,182
HaRu17986224,well,348
HaRu17987224,shared_tap,2182
HaRu17988224,shared_tap,1586
HaRu17989224,shared_tap,1082
HaRu17990224,well,396
HaRu17991224,shared_tap,3772
HaRu17992224,shared_tap,2160
HaRu17993224,river,686
HaRu17994224,well,342
HaRu17995224,well,298
HaRu17996224,shared_tap,3002
HaRu17997224,well,202
HaRu17998224,tap_in_home,326
HaRu17999224,well,186
HaRu18000224,well,268
HaRu18001224,tap_in_home_broken,972
HaRu18002224,well,206
HaRu18003224,tap_in_home_broken,972
HaRu18004224,well,282
HaRu18005224,well,216
HaRu18006224,river,864
HaRu18007224,well,350
HaRu18008224,shared_tap,2928
HaRu18009224,well,220
HaRu18010224,tap_in_home,814
HaRu18011224,well,334
HaRu18012224,well,264
HaRu18013224,well,300
HaRu18014224,well,234
HaRu18015224,well,352
HaRu18016224,well,286
HaRu18017224,tap_in_home,580
HaRu18018224,well,260
HaRu18019224,well,308
HaRu18020224,well,316
HaRu18021224,well,300
HaRu18022224,tap_in_home_broken,350
HaRu18023224,well,392
HaRu18024224,well,228
HaRu18025224,well,256
HaRu18026224,shared_tap,2020
HaRu18027224,tap_in_home_broken,650
HaRu18028224,shared_tap,972
HaRu18029224,tap_in_home,456
HaRu18030224,tap_in_home,386
HaRu18031224,tap_in_home_broken,464
HaRu18032224,tap_in_home,944
HaRu18033224,shared_tap,2578
HaRu18034224,tap_in_home_broken,838
HaRu18035224,well,346
HaRu18036224,well,368
HaRu18037224,well,390
HaRu18038224,tap_in_home,754
HaRu18039224,well,194
HaRu18040224,tap_in_home,512
HaRu18041224,tap_in_home,544
HaRu18042224,shared_tap,3220
HaRu18043224,shared_tap,1874
HaRu18044224,river,624
HaRu18045224,well,208
HaRu18046224,tap_in_home,800
HaRu18047224,tap_in_home_broken,492
HaRu18048224,well,316
HaRu18049224,shared_tap,2288
HaRu18050224,well,330
HaRu18051224,shared_tap,3138
HaRu18052224,well,330
HaRu18053224,well,364
HaRu18054224,well,280
HaRu18055224,well,222
HaRu18056224,well,288
HaRu18057224,tap_in_home,670
HaRu18058224,well,174
HaRu18059224,tap_in_home,934
HaRu18060224,well,162
HaRu18061224,well,184
HaRu18062224,well,264
HaRu18063224,tap_in_home_broken,436
HaRu18064224,well,174
HaRu18065224,well,196
HaRu18066224,river,504
HaRu18067224,tap_in_home,730
HaRu18068224,well,210
HaRu18069224,well,254
HaRu18070224,well,300
HaRu18071224,well,224
HaRu18072224,well,286
HaRu18073224,well,252
HaRu18074224,well,234
HaRu18075224,well,204
HaRu18076224,shared_tap,3666
HaRu18077224,tap_in_home_broken,550
HaRu18078224,well,348
HaRu18079224,well,278
HaRu18080224,well,302
HaRu18081224,tap_in_home_broken,322
HaRu18082224,tap_in_home,316
HaRu18083224,well,200
HaRu18084224,well,338
HaRu18085224,well,242
HaRu18086224,well,326
HaRu18087224,tap_in_home_broken,988
HaRu18088224,well,398
HaRu18089224,well,294
HaRu18090224,well,196
HaRu18091224,tap_in_home,708
HaRu18092224,well,380
HaRu18093224,tap_in_home,664
HaRu18094224,well,302
HaRu18095224,well,396
HaRu18096224,well,330
HaRu18097224,tap_in_home,426
HaRu18098224,tap_in_home,822
HaRu18099224,shared_tap,1624
HaRu18100224,shared_tap,900
HaRu18101224,well,306
HaRu18102224,shared_tap,1670
HaRu18103224,shared_tap,3598
HaRu18104224,tap_in_home,852
HaRu18105224,shared_tap,336
HaRu18106224,well,214
HaRu18107224,well,348
HaRu18108224,well,358
HaRu18109224,river,458
HaRu18110224,well,318
HaRu18111224,shared_tap,3376
HaRu18112224,well,272
HaRu18113224,tap_in_home,504
HaRu18114224,shared_tap,2992
HaRu18115224,tap_in_home_broken,688
HaRu18116224,tap_in_home_broken,374
HaRu18117224,well,210
HaRu18118224,tap_in_home_broken,992
HaRu18119224,shared_tap,538
HaRu18120224,river,522
HaRu18121224,well,168
HaRu18122224,shared_tap,2954
HaRu18123224,well,368
HaRu18124224,well,266
HaRu18125224,tap_in_home_broken,484
HaRu18126224,river,682
HaRu18127224,well,182
HaRu18128224,well,346
HaRu18129224,tap_in_home_broken,838
